LV_Name,LV_Family,LV_Manufacturer,LV_Max_Stage,Length,Diameter,Launch_Mass,LEO_Capacity,TO_Thrust,Class
Terrier Mk 12 Imp Orion,Terrier             ,NASA,2, 12.8 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier Mk 70 Imp Orion,Terrier             ,NASA,2, 12.8 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier Tomahawk,Terrier             ,SAND,2,  9.0 , 0.46 ,     1.1 ,       0 ,     258 ,R
Black Dagger,Terrier             ,SMDC,2,  6.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Boosted Zombie,Terrier             ,SMDC,2,  6.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier Lynx,Terrier             ,NAWC?,2,  9.0 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier ASROC Cajun,Terrier             ,NOTS,3, 11.0 , 0.46 ,     1.4 ,       0 ,     258 ,R
Terrier Recruit,Terrier             ,WFC,2,  5.0 , 0.46 ,     1.0 ,       0 ,     258 ,Q
Coyote,Terrier             ,OSCC,1,  9.5 , 0.46 ,     1.0 ,       0 ,     258 ,C
STAR,Terrier             ,OSCC,1,  4.0 , 0.11 ,     0.0 ,       0 ,,Y
Black Brant IX,Terrier             ,BAL,2, 12.2 , 0.46 ,     2.2 ,       0 ,     257 ,R
Black Brant IXB,Terrier             ,BAL,2, 12.2 , 0.46 ,     2.2 ,       0 ,     257 ,R
Black Brant 9BM1,Terrier             ,BAL,2, 12.2 , 0.46 ,     2.2 ,       0 ,     257 ,R
Black Brant 9CM1,Terrier             ,BAL,2, 12.2 , 0.46 ,     2.2 ,       0 ,     257 ,R
Black Brant X,Terrier             ,BAL,3, 14.5 , 0.46 ,     2.6 ,       0 ,     257 ,R
Black Brant XB,Terrier             ,BAL,3, 14.5 , 0.46 ,     2.6 ,       0 ,     257 ,R
Black Brant 10CM1,Terrier             ,BAL,3, 14.5 , 0.46 ,     2.6 ,       0 ,     257 ,R
SRAM,SRAM                ,BOUT,1,  4.3 , 0.46 ,     1.0 ,       0 ,,C
ASAT,SRAM                ,LTV,2,  5.4 , 0.46 ,     1.2 ,       0 ,,M
Farside,Recruit             ,AENUT,4,  7.3 , 0.46 ,     0.9 ,       0 ,     667 ,R
NATIV,RTV                 ,NAAD,1,  4.1 , 0.46 ,     0.6 ,       0 ,      12 ,T
PERUN,PERUN,SPFOR,1, 11.5 , 0.45 ,     1.0 ,       0 ,      28 ,R
MR-12,MR-12               ,TAIFUN,1,  8.8 , 0.45 ,     1.4 ,       0 ,     100 ,R
MR-20,MR-12               ,TAIFUN,1,  9.0 , 0.45 ,     1.6 ,       0 ,     100 ,R
MR-25,MR-12               ,TAIFUN,1,  9.0 , 0.45 ,     1.6 ,       0 ,     100 ,R
MR-30,MR-12               ,TAIFUN,1,  8.0 , 0.45 ,     1.6 ,       0 ,     100 ,R
MN-300,MR-12               ,TAIFUN,1,  8.0 , 0.45 ,     1.6 ,       0 ,     100 ,R
Tianying-3C,Tianying            ,CSSAR,1,  6.4 , 0.45 ,     1.1 ,       0 ,,R
Tianying-3E,Tianying            ,CSSAR,1,  6.4 , 0.45 ,     1.1 ,       0 ,,R
Tianying-3F,Tianying            ,CSSAR,2,  9.1 , 0.45 ,     1.6 ,       0 ,,R
Huayi-1,Tianying            ,HUAYI,2,  9.1 , 0.45 ,     1.6 ,       0 ,,R
T-7,T-7                 ,SIMED,1,  9.6 , 0.45 ,     1.1 ,       0 ,,R
T-7A,T-7                 ,SIMED,1, 10.3 , 0.45 ,     1.1 ,       0 ,,R
T-7A-S2,T-7                 ,SIMED,1, 10.0 , 0.45 ,     1.3 ,       0 ,,R
T-7A-S,T-7                 ,SIMED,1, 10.3 , 0.45 ,     1.2 ,       0 ,,R
T-7M,T-7                 ,SIMED,1,  5.3 , 0.45 ,     0.2 ,       0 ,       2 ,T
T-7/GF-01A,T-7                 ,SIMED,2, 10.0 , 0.45 ,     1.5 ,       0 ,,R
Black Brant I,BB5                 ,CARDE,1,  8.4 , 0.44 ,     1.0 ,       0 ,     111 ,R
Black Brant II,BB5                 ,CARDE,1,  8.4 , 0.44 ,     1.0 ,       0 ,     111 ,R
Black Brant IIB,BB5                 ,CARDE,1,  8.4 , 0.44 ,     1.0 ,       0 ,      89 ,R
Black Brant IVA,BB5                 ,BAL,2, 12.0 , 0.44 ,     1.4 ,       0 ,     111 ,R
Black Brant IVB,BB5                 ,BAL,2, 12.0 , 0.44 ,     1.4 ,       0 ,     111 ,R
Black Brant VA,BB5                 ,BAL,1,  8.3 , 0.44 ,     1.1 ,       0 ,     111 ,R
Black Brant VB,BB5                 ,BAL,1,  8.3 , 0.44 ,     1.2 ,       0 ,      68 ,R
Black Brant VC,BB5                 ,BAL,1,  8.3 , 0.44 ,     1.3 ,       0 ,      68 ,R
Black Brant 8B,Nike                ,BAL,2, 11.9 , 0.44 ,     2.0 ,       0 ,     196 ,R
Black Brant 8C,Nike                ,BAL,2, 11.9 , 0.44 ,     2.0 ,       0 ,     196 ,R
Skylark,Raven               ,RAE,1,  7.5 , 0.44 ,     1.1 ,       0 ,      44 ,R
Skylark 1,Raven               ,BAC,1, 10.8 , 0.44 ,     1.2 ,       0 ,      50 ,R
Skylark 2,Raven               ,BAC,2, 12.7 , 0.44 ,     1.5 ,       0 ,      80 ,R
Skylark 2 AC,Raven               ,BAC,2, 12.7 , 0.44 ,     1.5 ,       0 ,      80 ,R
Skylark 3,Raven               ,BAC,2, 12.7 , 0.44 ,     1.7 ,       0 ,      80 ,R
Skylark 3 AC,Raven               ,BAC,2, 12.7 , 0.44 ,     1.7 ,       0 ,      80 ,R
Skylark 4,Raven               ,BAC,2, 13.2 , 0.44 ,     1.9 ,       0 ,     191 ,R
Skylark 4 AC,Raven               ,BAC,2, 13.2 , 0.44 ,     1.9 ,       0 ,     191 ,R
Skylark 6,Raven               ,BAC,2, 13.2 , 0.44 ,     1.9 ,       0 ,     191 ,R
Skylark 6 AC,Raven               ,BAC,2, 13.2 , 0.44 ,     1.9 ,       0 ,     191 ,R
Skylark 7,Raven               ,BAC,2, 12.2 , 0.44 ,     2.1 ,       0 ,     191 ,R
Skylark 7 AC,Raven               ,BAC,2, 12.2 , 0.44 ,     2.0 ,       0 ,     191 ,R
Skylark 12,Raven               ,BAC,3, 13.0 , 0.44 ,     2.1 ,       0 ,     191 ,R
Skylark 12 AC,Raven               ,BAC,3, 13.0 , 0.44 ,     2.1 ,       0 ,     191 ,R
Skylark 10A,Raven               ,RAE,2,  6.0 , 0.44 ,     0.8 ,       0 ,     130 ,R
Jaguar 1,Raven               ,RAE/WRE,3, 11.9 , 0.44 ,     1.7 ,       0 ,,Q
Jabiru,Raven               ,RAE/WRE,3, 11.9 , 0.44 ,     1.7 ,       0 ,,Q
Jaguar 2,Raven               ,RAE/WRE,3, 12.9 , 0.44 ,     2.2 ,       0 ,,Q
Jabiru 2,Raven               ,RAE/WRE,3, 12.9 , 0.44 ,     2.2 ,       0 ,,V
Jabiru 3,Raven               ,RAE/WRE,2, 12.7 , 0.44 ,     2.0 ,       0 ,,V
Rook,Raven               ,RAE,1,  5.0 , 0.44 ,     1.2 ,       0 ,,Q
Rook IIIA,Raven               ,RAE,1,  5.0 , 0.44 ,     1.2 ,       0 ,,Q
Leopard,Raven               ,RAE,2,  6.0 , 0.44 ,     1.5 ,       0 ,,Q
Blue Water,Raven               ,EELEC,2,  7.6 , 0.44 ,     1.4 ,       0 ,     196 ,A
PrSM,PrSM,USA,1,  4.0 , 0.43 ,     1.0 ,       0 ,,M
RX-420,RX-420              ,LAPAN,1,  6.2 , 0.42 ,     1.0 ,       0 ,,A
Kappa 7,K420                ,ISAS,1,  6.7 , 0.42 ,     1.2 ,       0 ,,T
Kappa 8,K420                ,ISAS,2, 10.9 , 0.42 ,     1.5 ,       0 ,,R
Kappa 9M,K420                ,ISAS,2, 11.1 , 0.42 ,     1.5 ,       0 ,,R
Kappa 9L,K420                ,ISAS,3, 12.5 , 0.42 ,     1.6 ,       0 ,,R
Kappa 10,K420                ,ISAS,2,  9.8 , 0.42 ,     1.8 ,       0 ,,R
Kappa 10C,K420                ,ISAS,2, 10.0 , 0.42 ,,       0 ,,R
Kappa 10S,K420                ,ISAS,3, 10.0 , 0.42 ,,       0 ,,R
Nike,Nike                ,ABL,1,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Nike-480,Nike                ,DACC/AJ,2,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Nike-482,Nike                ,DACC/AJ,2,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Nike-484,Nike                ,DACC/AJ,2,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Nike-490,Nike                ,DACC/AJ,2,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Nike Ajax,Nike                ,WELEC,2, 10.8 , 0.42 ,     1.1 ,       0 ,     217 ,A
Nike X201 Ajax,Nike                ,WELEC,2, 10.8 , 0.42 ,     1.1 ,       0 ,     217 ,A
Nike Nike,Nike                ,AFCRL?,2, 11.9 , 0.42 ,     1.4 ,       0 ,     217 ,T
Nike Cree,Nike                ,AFCRL?,3, 14.0 , 0.42 ,     1.4 ,       0 ,     217 ,T
Nike Recruit,Nike                ,PARD,2,  8.0 , 0.42 ,     1.1 ,       0 ,     217 ,Q
Nike Tomahawk,Nike                ,SAND,2, 10.8 , 0.42 ,     1.0 ,       0 ,     217 ,R
Nike Deacon,Nike                ,PARD,2,  7.8 , 0.42 ,,       0 ,     217 ,R
Nike Nike HPAG,Nike                ,PARD,3,  9.0 , 0.42 ,,       0 ,     217 ,Q
Nike Nike T40,Nike                ,PARD,3,  9.0 , 0.42 ,,       0 ,     217 ,Q
Nike T40 T55,Nike                ,PARD,3,  9.0 , 0.42 ,,       0 ,     217 ,Q
Nike Nike T40 T55,Nike                ,PARD,4,  9.0 , 0.42 ,,       0 ,     217 ,V
Nike Nike Tri-Deacon T40,Nike                ,PARD,4,  9.0 , 0.42 ,,       0 ,     217 ,Q
Nike Nike Deacon,Nike                ,PARD,3,  9.0 , 0.42 ,,       0 ,     217 ,Q
Mach 5 TV,Nike                ,SAND,2,  7.0 , 0.42 ,,       0 ,     217 ,Q
Nike Yardbird,Nike                ,UMI,2,  8.1 , 0.42 ,,       0 ,     217 ,R
Nike Cajun,Nike                ,UMI,2,  8.1 , 0.42 ,     0.7 ,       0 ,     217 ,R
Nike Nike Cajun,Nike                ,UMI,3,  8.1 , 0.42 ,     0.7 ,       0 ,     217 ,Q
Nike Apache,Nike                ,SAND,2,  8.6 , 0.42 ,     0.8 ,       0 ,     217 ,R
Nike Orion,Nike                ,NASA,2,  9.0 , 0.42 ,     1.1 ,       0 ,     217 ,R
Nike Improved Orion,Nike                ,NASA,2,  9.0 , 0.42 ,     1.1 ,       0 ,     217 ,R
Nike Hawk,Nike                ,NASA,2,  9.0 , 0.42 ,     1.1 ,       0 ,     217 ,R
Nike Malemute,Nike                ,NASA,2,  8.6 , 0.42 ,     1.0 ,       0 ,     217 ,R
Nike Asp,Nike                ,COOP,2,  7.9 , 0.42 ,     0.7 ,       0 ,     217 ,R
Nike Hydac,Nike                ,SDCO,2,  9.1 , 0.42 ,     0.9 ,       0 ,     217 ,R
Nike Iroquois,Nike                ,AJSP,2,  8.0 , 0.42 ,     0.7 ,       0 ,     217 ,R
Nike Javelin,Nike                ,AFCRL,2,  8.2 , 0.42 ,     0.9 ,       0 ,     217 ,R
Nike Viper I,Nike                ,SAND?,2,  8.0 , 0.42 ,     0.6 ,       0 ,     217 ,R
Terrier Viper I,Terrier             ,NOTS,2,  8.0 , 0.42 ,     0.6 ,       0 ,     217 ,R
Nike Nike Recruit,Nike                ,LARC,3,  9.0 , 0.42 ,,       0 ,     217 ,R
Aerobee 170A,Nike                ,AJGC,2, 12.4 , 0.42 ,     1.5 ,       0 ,     217 ,R
Aerobee 170B,Nike                ,AJGC,2, 12.4 , 0.42 ,     1.5 ,       0 ,     225 ,R
Aerobee 170,Nike                ,AJGC,2, 12.6 , 0.42 ,     1.4 ,       0 ,     225 ,R
Aerobee 200A,Nike                ,AJGC,2, 12.6 , 0.42 ,     1.6 ,       0 ,     225 ,R
Aerobee 200,Nike                ,AJGC,2, 12.6 , 0.42 ,     1.6 ,       0 ,     225 ,R
Aerobee 350,Nike                ,AJGC,2, 15.9 , 0.42 ,     3.6 ,       0 ,     217 ,R
Astrobee 200,Nike                ,AJSP,2,  6.3 , 0.42 ,     0.8 ,       0 ,     161 ,R
AAD,AAD                 ,HAL,1,  7.5 , 0.42 ,     1.3 ,       0 ,,A
AAD AD-1,AAD                 ,HAL,2, 10.0 , 0.42 ,     1.3 ,       0 ,,B
Prahaar,AAD                 ,HAL,1,  7.5 , 0.42 ,     1.3 ,       0 ,,A
KSR-I,KSR                 ,KARI,1,  6.7 , 0.42 ,     1.2 ,       0 ,      86 ,T
KSR-II,KSR                 ,KARI,2,  6.7 , 0.42 ,     2.0 ,       0 ,     298 ,R
Aeolus,LongTom             ,WRE,2,  6.6 , 0.41 ,     0.5 ,       0 ,      80 ,R
Malemute,Malemute            ,SAND,1,  2.4 , 0.41 ,     0.8 ,       0 ,      57 ,R
Improved Malemute,Malemute            ,GSFC,1,  2.4 , 0.41 ,     0.8 ,       0 ,      57 ,R
PAAT,Malemute            ,SMDC,1,  2.4 , 0.41 ,     0.8 ,       0 ,      57 ,A
IM/IO,Malemute            ,DLR,2,  5.0 , 0.41 ,,       0 ,,R
IM/IM,Malemute            ,DLR,2,  5.0 , 0.41 ,,       0 ,,R
IM/VS-30,Malemute            ,DLR,2,  5.0 , 0.41 ,,       0 ,,R
Martlet 1,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,A
Martlet 2,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,R
Martlet 2C,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,R
Martlet 3A,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,R
Martlet 3B,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,R
Gun Projectile 16-inch,Gun16               ,SRCI,1,  1.7 , 0.41 ,     0.2 ,       0 ,,B
Zenit,Zenith              ,CONTR,1,  4.6 , 0.42 ,     0.7 ,       0 ,      45 ,R
Daniel,Daniel              ,ONERA,3,  8.4 , 0.40 ,     1.0 ,       0 ,,R
Doorknob,Lacrosse            ,SAND,1,  3.6 , 0.40 ,     0.5 ,       0 ,     168 ,T
Nike-46,Nike-46             ,DAC/AJ,2,  6.0 , 0.40 ,     0.7 ,       0 ,     400 ,A
Nike-47,Nike-46             ,DAC/AJ,2,  6.0 , 0.40 ,     0.7 ,       0 ,     400 ,A
Nike-481,Nike-46             ,DAC/AJ,2,  6.0 , 0.42 ,     0.7 ,       0 ,     217 ,A
Tien Kung 3,NSPO                ,NCSIST,1,  5.5 , 0.40 ,     0.9 ,       0 ,,A
KN-25,KN-25               ,KP,1,  5.0 , 0.40 ,     2.0 ,       0 ,,B
STIG-A,STIG                ,ARMAD,1,  9.8 , 0.39 ,     0.7 ,       0 ,      22 ,R
ISRO-CES,ISRO-CES,ISRO,1,  6.0 , 0.40 ,     2.0 ,       0 ,,T
Weka,Duqm,NASCOM,1,  6.5 , 0.40 ,     0.1 ,       0 ,,R
K-200,Duqm,SNOW,1,  6.5 , 0.40 ,     0.1 ,       0 ,,R
Astrobee F,AstrobeeF           ,AJSP,1, 11.5 , 0.38 ,     1.5 ,       0 ,     178 ,R
Astrobee 500,Genie               ,AJSP,3,  7.8 , 0.38 ,     0.9 ,       0 ,     161 ,R
Paiute Tomahawk,Genie               ,THKE,2,  5.8 , 0.38 ,     0.6 ,       0 ,     140 ,R
Ute Tomahawk,Genie               ,THKE,2,  5.2 , 0.38 ,     0.5 ,       0 ,      60 ,R
Paiute Apache,Genie               ,THKE,2,  4.8 , 0.38 ,     0.6 ,       0 ,     140 ,R
Ute Apache,Genie               ,THKE,2,  4.2 , 0.38 ,     0.5 ,       0 ,      60 ,R
ALARR,Genie               ,AFIT?,1,  3.1 , 0.38 ,     0.5 ,       0 ,,R
Genie,Genie               ,SAND,1,  3.1 , 0.38 ,     0.5 ,       0 ,,A
Genie Genie,Genie               ,SAND,2,  3.1 , 0.38 ,     0.5 ,       0 ,,A
F89J/Genie,Genie               ,SAND,1,  3.1 , 0.38 ,     0.5 ,       0 ,,A
Jaguar,Recruit             ,WFF,3,  8.8 , 0.38 ,     0.8 ,       0 ,     440 ,R
Aerobee RTV-A-1a,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-A-1,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-A-1b,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-A-1c,Aerobee             ,AJ,1,  7.5 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-N-10a,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-N-10,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-N-10b,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-N-10c,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee RTV-N-8,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee XASR-SC-1,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee XASR-SC-2,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee AJ10-25,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee AJ10-27,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee AJ10-34,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee 100,AerobeeB            ,AJ,2,  7.8 , 0.38 ,     0.7 ,       0 ,      18 ,R
Seabee,AerobeeB            ,AJ,1,  7.0 , 0.38 ,     0.7 ,       0 ,      18 ,A
Aerobee,AerobeeB            ,AJ,2,  7.9 , 0.38 ,     0.7 ,       0 ,      18 ,R
Aerobee Hi,AerobeeB            ,AJ,2,  9.5 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 150,AerobeeB            ,AJGC,2,  9.3 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 150A,AerobeeB            ,AJGC,2,  9.3 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 150 MI,AerobeeB            ,AJGC,2,  9.3 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 150A MII,AerobeeB            ,AJGC,2,  9.3 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 150 MII,AerobeeB            ,AJGC,2,  9.3 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 300,AerobeeB            ,AJGC,3,  9.9 , 0.38 ,     0.9 ,       0 ,      18 ,R
Aerobee 300A,AerobeeB            ,AJGC,3,  9.9 , 0.38 ,     0.9 ,       0 ,      18 ,R
Vikram-S,Vikram-S,SKYRT,1,  6.0 , 0.38 ,     0.5 ,       0 ,      70 ,R
Kavoshgar M5,Kavoshgar           ,IR,1,  6.0 , 0.36 ,     0.9 ,       0 ,,R
Nazeat 6H,Kavoshgar           ,IR,1,  6.3 , 0.36 ,     0.9 ,       0 ,,R
Nucleus,Nucleus             ,NAMMO,1,  9.0 , 0.36 ,     0.1 ,       0 ,      30 ,R
Starsailor,Amateur,CONCOR,1, 13.0 , 0.36 ,     0.5 ,       0 ,      40 ,R
LS-A,LS-C                ,MHITO?,2,  7.5 , 0.35 ,     0.8 ,       0 ,      60 ,A
Meteor-2H,Meteor2             ,PAI,1,  4.5 , 0.35 ,     0.4 ,       0 ,      24 ,W
Meteor-2K,Meteor2             ,PAI,1,  4.3 , 0.35 ,     0.4 ,       0 ,      52 ,R
Aerobee 75,Orion               ,AJ,1,  6.0 , 0.35 ,     0.4 ,       0 ,       7 ,R
Improved Orion,Orion               ,WFF,1,  5.6 , 0.35 ,     0.4 ,       0 ,       7 ,R
Orion,Orion               ,WFF,1,  5.6 , 0.35 ,     0.4 ,       0 ,       7 ,R
Polaris FTV-4,10KS2500            ,LMSC,1,  2.9 , 0.35 ,     0.1 ,       0 ,      11 ,A
Iraqi Gun Projectile,IraqGun350          ,SRCI,1,  1.5 , 0.35 ,     0.1 ,       0 ,,A
THAAD,THAAD               ,LMPCO,1,  6.2 , 0.34 ,     0.9 ,       0 ,,B
SM-1MR,Standard            ,GDPO,1,  4.5 , 0.34 ,     0.6 ,       0 ,,A
SM-2MR,Standard            ,USN,1,  5.0 , 0.35 ,     1.3 ,       0 ,,A
Lynx,Standard            ,USN,1,  5.0 , 0.35 ,     1.3 ,       0 ,,A
Kappa 4,Kappa4              ,ISAS,2,  5.9 , 0.33 ,     0.2 ,       0 ,     105 ,R
Kappa 5,Kappa4              ,ISAS,2,  5.9 , 0.33 ,     0.2 ,       0 ,     105 ,A
Sandhawk,Sandhawk            ,SAND,1,  5.1 , 0.33 ,     0.8 ,       0 ,      80 ,R
Sandhawk Tomahawk,Sandhawk            ,SAND,2,  9.0 , 0.33 ,     1.0 ,       0 ,      80 ,R
Gradicom 1,Gradicom            ,CITED,1,  4.5 , 0.32 ,     0.5 ,       0 ,,T
Gradicom 2,Gradicom            ,CITED,2,  7.7 , 0.32 ,     0.9 ,       0 ,,R
RX-320,RX-320              ,LAPAN,1,  4.7 , 0.32 ,     0.5 ,       0 ,,T
BT-310,S-310               ,ISAS,1,  6.0 , 0.31 ,     0.7 ,       0 ,,A
S-310,S-310               ,ISAS,1,  6.8 , 0.31 ,     0.7 ,       0 ,,R
Belier,Belier              ,AESPC,1,  3.8 , 0.31 ,     0.4 ,       0 ,,R
Belier III,Belier              ,AESPC,1,  3.8 , 0.31 ,     0.4 ,       0 ,,R
RH-300,Belier              ,VSSC,1,  4.1 , 0.31 ,     0.3 ,       0 ,      33 ,R
RH-300 Mk II,Belier              ,VSSC,1,  5.9 , 0.31 ,     0.5 ,       0 ,      39 ,R
SO-300-200,Belier              ,VSSC,1,  6.0 , 0.31 ,     0.5 ,       0 ,      38 ,R
Iris,Iris                ,ATLR/NRL,1,  5.0 , 0.31 ,     0.6 ,       0 ,      17 ,R
Hydra-Iris,Iris                ,NWC/LLNL,1,  6.0 , 0.31 ,     0.8 ,       0 ,      17 ,R
S-300,S-300               ,ISAS,1,  6.0 , 0.30 ,     0.6 ,       0 ,,R
Taiga,Taiga,NORDSP,1,  4.5 , 0.30 ,     0.5 ,       0 ,      25 ,R
Bullpup Apache,Bullpup             ,THKE,2,  7.0 , 0.30 ,     0.4 ,       0 ,     111 ,T
Bullpup Cajun,Bullpup             ,THKE,2,  7.0 , 0.30 ,     0.4 ,       0 ,     111 ,T
FTI,FTI                 ,AVIB,1,  5.0 , 0.30 ,     0.2 ,       0 ,,A
WAC A,WAC                 ,JPL/DAC,1,  7.3 , 0.30 ,     0.3 ,       0 ,,T
WAC B,WAC                 ,JPL/DAC,1,  7.3 , 0.30 ,     0.3 ,       0 ,,T
WAC,WAC                 ,JPL/DAC,1,  7.3 , 0.30 ,     0.3 ,       0 ,,T
Tiny Tim,WAC                 ,JPL/DAC,1,  2.4 , 0.30 ,     0.1 ,       0 ,,T
Sonda 2,Sonda               ,IAE,1,  5.6 , 0.30 ,     0.4 ,       0 ,      36 ,R
VLS-R2,Sonda               ,IAE,1,  4.3 , 0.30 ,     1.0 ,       0 ,     120 ,T
Centaure,Venus               ,SUD,2,  5.9 , 0.28 ,     0.6 ,       0 ,      44 ,R
Centaure 1,Venus               ,SUD,2,  5.9 , 0.28 ,     0.6 ,       0 ,      44 ,R
Centaure 2A,Venus               ,SUD,2,  5.9 , 0.28 ,     0.6 ,       0 ,      44 ,R
Centaure 2B,Venus               ,SUD,2,  6.3 , 0.28 ,     0.5 ,       0 ,      44 ,R
Centaure 2C,Venus               ,SUD,2,  5.9 , 0.28 ,     0.6 ,       0 ,      44 ,R
RH-300B,Venus               ,VSSC,2,  6.5 , 0.28 ,     0.6 ,       0 ,      38 ,R
Tauro,Rigel               ,IIAE,2,  7.7 , 0.28 ,     1.2 ,       0 ,,R
Rigel,Rigel               ,IIAE,2,  6.3 , 0.28 ,     1.0 ,       0 ,,R
Canopus 2,Rigel               ,IIAE,1,  4.0 , 0.28 ,     0.3 ,       0 ,,R
Canopus 1,Rigel               ,IIAE,1,  4.0 , 0.28 ,     0.3 ,       0 ,,A
Centenario,Rigel               ,IIAE,1,  4.6 , 0.28 ,     0.3 ,       0 ,,A
Castor (A),Rigel               ,IIAE,2,  7.0 , 0.28 ,     0.3 ,       0 ,,R
SpaceLoft XL,SpaceLoft           ,UPAE,1,  6.1 , 0.27 ,     0.4 ,       0 ,,R
Spyder,SpaceLoft           ,UPAE,2,  8.0 , 0.27 ,     0.4 ,       0 ,,A
Black Brant III,BB3                 ,BAL,1,  5.5 , 0.26 ,     0.3 ,       0 ,      49 ,R
Black Brant IIIB,BB3                 ,BAL,1,  5.5 , 0.26 ,     0.3 ,       0 ,      44 ,R
N2ORTH,Amateur,HYEND,1,  7.8 , 0.26 ,     0.2 ,       0 ,      10 ,A
Gosling-Lobster,Gosling             ,WRE,2,  5.0 , 0.26 ,     0.3 ,       0 ,,Q
INTA-255,Gosling             ,INTA,1,  6.1 , 0.26 ,     0.3 ,       0 ,      22 ,R
HAD,Gosling             ,WRE,2,  6.1 , 0.26 ,     0.3 ,       0 ,     130 ,R
INTA-300,Gosling             ,INTA,2,  7.3 , 0.26 ,     0.5 ,       0 ,     137 ,R
INTA-300B,Gosling             ,INTA,2,  7.3 , 0.26 ,     0.5 ,       0 ,     137 ,R
Fulmar,Gosling             ,BAJUK,2,  7.5 , 0.26 ,     0.5 ,       0 ,     137 ,R
Aero High,Gosling             ,WRE,2,  6.8 , 0.26 ,     0.4 ,       0 ,      99 ,R
Cockatoo,Gosling             ,WRE,2,  6.2 , 0.26 ,     0.3 ,       0 ,     111 ,R
Cockatoo Mk 2,Gosling             ,WRE,2,  6.3 , 0.26 ,     0.3 ,       0 ,     111 ,R
Cockatoo Mk 3,Gosling             ,WRE,2,  6.3 , 0.26 ,     0.3 ,       0 ,      99 ,R
Cockatoo Mk 4,Gosling             ,WRE,2,  6.3 , 0.26 ,     0.3 ,       0 ,      99 ,R
Corella,Gosling             ,WRE,2,  8.0 , 0.26 ,     0.4 ,       0 ,      99 ,R
Hybrid Test Rocket,HTR                 ,NAMMO,1, 10.6 , 0.25 ,     0.4 ,       0 ,      30 ,T
Evo Space,EvoSpace,EVOL,1,  6.7 , 0.25 ,     0.4 ,       0 ,,R
Private A,PrivateA            ,JPL,1,  3.4 , 0.25 ,     0.3 ,       0 ,      98 ,A
Private F,PrivateA            ,JPL,1,  3.4 , 0.25 ,     0.3 ,       0 ,      98 ,A
Rhumi,Rhumi,SZI,1,  6.0 , 0.25 ,     0.2 ,       0 ,,C
Forschungsflugkorper,FFK                 ,ERNO,1,  4.0 , 0.25 ,     0.3 ,       0 ,,R
CSXT,CSXT                ,CSXT,1,  6.5 , 0.25 ,     0.3 ,       0 ,,R
K245,K250                ,ISAS,1,  5.6 , 0.25 ,     0.3 ,       0 ,,T
